32421004F	Det no elec 21 M Nº 4  Daveynel  40 U/Caja
32421005F	Det no elec 21 M Nº 5 Daveynel  40 U/Caja
32421006F	Det no elec 21 M Nº 6 Daveynel  40 U/Caja
32421007F	Det no elec 21 M Nº 7 Daveynel  40 U/Caja
32421008F	Det no elec 21 M Nº 8 Daveynel  40 U/Caja
32421009F	Det no elec 21 M Nº 9 Daveynel  40 U/Caja
32421010F	Det no elec 21 M Nº 10 Daveynel  40 U/Caja
32421011F	Det no elec 21 M Nº 11 Daveynel  40 U/Caja
32421012F	Det no elec 21 M Nº 12 Daveynel  40 U/Caja
32421013F	Det no elec 21 M Nº 13 Daveynel  40 U/Caja
32421014F	Det no elec 21 M Nº 14 Daveynel  40 U/Caja
32421015F	Det no elec 21 M Nº 15 Daveynel  40 U/Caja
32421016F	Det no elec 21 M Nº 16 Daveynel  40 U/Caja
32421017F	Det no elec 21 M Nº 17 Daveynel  40 U/Caja
32421018F	Det no elec 21 M Nº 18 Daveynel
32421018U	Det no elec 21 M Nº 18 Primadet/Rionel MS
32421019F	DETO DAVII 21M SP 19 1B
32421020R	DETO DAVII 21M SP 20 1B
32421020U	Det no elec 21 M Nº 20 Primadet/Rionel MS
32424018F	Det no elec 24 M Nº 18 Daveynel  36U/Caja
32424018U	Det no elec 24 M Nº 18 Primadet/Rionel MS
32424019F	DETO DAVII 24M SP19 MX 1B
32424020F	DETO DAVII  24M SP 20 1B
32424020U	Det no elec 24 M Nº 20 primadet Ms  50U/Caja
32425019F	Det no elec 25 M Nº 19 Daveynel
32425020F	Det no elec 25 M Nº 20  Daveynel
32430018F	DETO DAVII 30M SP 18 1B
32430018U	Det no elec 30 M Nº 18 Primadet/Rionel MS
32430019F	DETO DAVII 30M SP 19 1B
32430019U	Det no elec 30 M Nº 19 Primadet/Rionel MS
32430020F	DETO DAVII 30M SP 20 1B
32430020U	Det no elec 30 M Nº 20 Primadet/Rionel MS
32430024F	Det no elec 30 M Nº 24 FR. LP 06
32440,218F	DETO DAVII 40M20 SP 18 1B
32440020U	Det no elec 40 M Nº 20 Primadet/Rionel MS
32442020F	Det no elec 42 M Nº 20  Daveynel
32450020F	Det no elec 50 M Nº 20 FR. Daveynel
32480020F	Det no electrico 80 M Nº 20 Daveynel
